Campaign,Ad Group,Ad type,Labels,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Path 1,Path 2,Final URL,Final mobile URL,Tracking template,Final URL suffix,Custom parameters,Campaign Status,Ad Group Status,Status,Approval Status,Ad strength,Comment
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Palo Alto Repair,Responsive search ad,hyper12000_trust,Sub-Zero Repair Palo Alto,1,Palo Alto Sub-Zero Service,,Independent Repair Experts,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Independent Sub-Zero repair service. Not affiliated with any manufacturer.,,Insured technicians and 180-day warranty on labor and installed parts.,,Clear diagnosis first. You approve all work before any repair starts.,,"Professional communication, clean service, and reliable follow-through.",,palo-alto,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Palo Alto Repair,Responsive search ad,hyper12000_conversion,Sub-Zero Repair Palo Alto,1,Palo Alto Sub-Zero Service,,Focused on Real Repairs,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Book quickly online or by phone. We confirm your window fast.,,$99 diagnostic is credited when you proceed with approved repair work.,,"We focus on cooling, freezing, leak, ice, and control system failures.",,"Short, clear process designed for fast, qualified service leads.",,palo-alto,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Mountain View Repair,Responsive search ad,hyper12000_urgency,Sub-Zero Repair Mountain View,1,Mountain View Sub-Zero Service,,"Call Now, Book in Minutes",,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Same-day or next-day slots. Fast SMS confirmation for your service window.,,$99 service call is credited toward repair when you approve the work.,,"Independent, insured team. 180-day warranty on labor and installed parts.",,Book now for clear diagnosis and high-value Sub-Zero repair in Bay Area.,,mountain-view,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Mountain View Repair,Responsive search ad,hyper12000_trust,Sub-Zero Repair Mountain View,1,Mountain View Sub-Zero Service,,Independent Repair Experts,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Independent Sub-Zero repair service. Not affiliated with any manufacturer.,,Insured technicians and 180-day warranty on labor and installed parts.,,Clear diagnosis first. You approve all work before any repair starts.,,"Professional communication, clean service, and reliable follow-through.",,mountain-view,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Mountain View Repair,Responsive search ad,hyper12000_conversion,Sub-Zero Repair Mountain View,1,Mountain View Sub-Zero Service,,Focused on Real Repairs,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Book quickly online or by phone. We confirm your window fast.,,$99 diagnostic is credited when you proceed with approved repair work.,,"We focus on cooling, freezing, leak, ice, and control system failures.",,"Short, clear process designed for fast, qualified service leads.",,mountain-view,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Sunnyvale Repair,Responsive search ad,hyper12000_urgency,Sub-Zero Repair Sunnyvale,1,Sunnyvale Sub-Zero Service,,"Call Now, Book in Minutes",,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Same-day or next-day slots. Fast SMS confirmation for your service window.,,$99 service call is credited toward repair when you approve the work.,,"Independent, insured team. 180-day warranty on labor and installed parts.",,Book now for clear diagnosis and high-value Sub-Zero repair in Bay Area.,,sunnyvale,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Sunnyvale Repair,Responsive search ad,hyper12000_trust,Sub-Zero Repair Sunnyvale,1,Sunnyvale Sub-Zero Service,,Independent Repair Experts,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Independent Sub-Zero repair service. Not affiliated with any manufacturer.,,Insured technicians and 180-day warranty on labor and installed parts.,,Clear diagnosis first. You approve all work before any repair starts.,,"Professional communication, clean service, and reliable follow-through.",,sunnyvale,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Sunnyvale Repair,Responsive search ad,hyper12000_conversion,Sub-Zero Repair Sunnyvale,1,Sunnyvale Sub-Zero Service,,Focused on Real Repairs,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Book quickly online or by phone. We confirm your window fast.,,$99 diagnostic is credited when you proceed with approved repair work.,,"We focus on cooling, freezing, leak, ice, and control system failures.",,"Short, clear process designed for fast, qualified service leads.",,sunnyvale,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo San Mateo Repair,Responsive search ad,hyper12000_urgency,Sub-Zero Repair San Mateo,1,San Mateo Sub-Zero Service,,"Call Now, Book in Minutes",,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Same-day or next-day slots. Fast SMS confirmation for your service window.,,$99 service call is credited toward repair when you approve the work.,,"Independent, insured team. 180-day warranty on labor and installed parts.",,Book now for clear diagnosis and high-value Sub-Zero repair in Bay Area.,,san-mateo,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo San Mateo Repair,Responsive search ad,hyper12000_trust,Sub-Zero Repair San Mateo,1,San Mateo Sub-Zero Service,,Independent Repair Experts,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Independent Sub-Zero repair service. Not affiliated with any manufacturer.,,Insured technicians and 180-day warranty on labor and installed parts.,,Clear diagnosis first. You approve all work before any repair starts.,,"Professional communication, clean service, and reliable follow-through.",,san-mateo,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo San Mateo Repair,Responsive search ad,hyper12000_conversion,Sub-Zero Repair San Mateo,1,San Mateo Sub-Zero Service,,Focused on Real Repairs,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Book quickly online or by phone. We confirm your window fast.,,$99 diagnostic is credited when you proceed with approved repair work.,,"We focus on cooling, freezing, leak, ice, and control system failures.",,"Short, clear process designed for fast, qualified service leads.",,san-mateo,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Redwood City Repair,Responsive search ad,hyper12000_urgency,Sub-Zero Repair Redwood City,1,Redwood City Sub-Zero Service,,"Call Now, Book in Minutes",,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Same-day or next-day slots. Fast SMS confirmation for your service window.,,$99 service call is credited toward repair when you approve the work.,,"Independent, insured team. 180-day warranty on labor and installed parts.",,Book now for clear diagnosis and high-value Sub-Zero repair in Bay Area.,,redwood-city,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Redwood City Repair,Responsive search ad,hyper12000_trust,Sub-Zero Repair Redwood City,1,Redwood City Sub-Zero Service,,Independent Repair Experts,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Independent Sub-Zero repair service. Not affiliated with any manufacturer.,,Insured technicians and 180-day warranty on labor and installed parts.,,Clear diagnosis first. You approve all work before any repair starts.,,"Professional communication, clean service, and reliable follow-through.",,redwood-city,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Redwood City Repair,Responsive search ad,hyper12000_conversion,Sub-Zero Repair Redwood City,1,Redwood City Sub-Zero Service,,Focused on Real Repairs,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Book quickly online or by phone. We confirm your window fast.,,$99 diagnostic is credited when you proceed with approved repair work.,,"We focus on cooling, freezing, leak, ice, and control system failures.",,"Short, clear process designed for fast, qualified service leads.",,redwood-city,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Santa Clara Repair,Responsive search ad,hyper12000_urgency,Sub-Zero Repair Santa Clara,1,Santa Clara Sub-Zero Service,,"Call Now, Book in Minutes",,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Same-day or next-day slots. Fast SMS confirmation for your service window.,,$99 service call is credited toward repair when you approve the work.,,"Independent, insured team. 180-day warranty on labor and installed parts.",,Book now for clear diagnosis and high-value Sub-Zero repair in Bay Area.,,santa-clara,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Santa Clara Repair,Responsive search ad,hyper12000_trust,Sub-Zero Repair Santa Clara,1,Santa Clara Sub-Zero Service,,Independent Repair Experts,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Independent Sub-Zero repair service. Not affiliated with any manufacturer.,,Insured technicians and 180-day warranty on labor and installed parts.,,Clear diagnosis first. You approve all work before any repair starts.,,"Professional communication, clean service, and reliable follow-through.",,santa-clara,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Santa Clara Repair,Responsive search ad,hyper12000_conversion,Sub-Zero Repair Santa Clara,1,Santa Clara Sub-Zero Service,,Focused on Real Repairs,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Book quickly online or by phone. We confirm your window fast.,,$99 diagnostic is credited when you proceed with approved repair work.,,"We focus on cooling, freezing, leak, ice, and control system failures.",,"Short, clear process designed for fast, qualified service leads.",,santa-clara,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Fremont Repair,Responsive search ad,hyper12000_urgency,Sub-Zero Repair Fremont,1,Fremont Sub-Zero Service,,"Call Now, Book in Minutes",,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Same-day or next-day slots. Fast SMS confirmation for your service window.,,$99 service call is credited toward repair when you approve the work.,,"Independent, insured team. 180-day warranty on labor and installed parts.",,Book now for clear diagnosis and high-value Sub-Zero repair in Bay Area.,,fremont,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Fremont Repair,Responsive search ad,hyper12000_trust,Sub-Zero Repair Fremont,1,Fremont Sub-Zero Service,,Independent Repair Experts,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Independent Sub-Zero repair service. Not affiliated with any manufacturer.,,Insured technicians and 180-day warranty on labor and installed parts.,,Clear diagnosis first. You approve all work before any repair starts.,,"Professional communication, clean service, and reliable follow-through.",,fremont,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Fremont Repair,Responsive search ad,hyper12000_conversion,Sub-Zero Repair Fremont,1,Fremont Sub-Zero Service,,Focused on Real Repairs,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Book quickly online or by phone. We confirm your window fast.,,$99 diagnostic is credited when you proceed with approved repair work.,,"We focus on cooling, freezing, leak, ice, and control system failures.",,"Short, clear process designed for fast, qualified service leads.",,fremont,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Wine Cooler Repair,Responsive search ad,hyper12000_urgency,Sub-Zero Wine Cooler Fix,1,Sub Zero Wine Cooler Repair,,"Call Now, Book in Minutes",,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Same-day or next-day slots. Fast SMS confirmation for your service window.,,$99 service call is credited toward repair when you approve the work.,,"Independent, insured team. 180-day warranty on labor and installed parts.",,Book now for clear diagnosis and high-value Sub-Zero repair in Bay Area.,,wine-cooler,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Wine Cooler Repair,Responsive search ad,hyper12000_trust,Sub-Zero Wine Cooler Fix,1,Sub Zero Wine Cooler Repair,,Independent Repair Experts,,Fast Bay Area Response,,No Work Without Approval,,Independent Service Team,,Insured Local Technicians,,180-Day Parts Warranty,,180-Day Labor Warranty,,$99 Fee Credited,,Clear On-Site Diagnosis,,Sub-Zero Service Experts,,Book Your Service Window,,Repair Focused Results,,Get Priority Scheduling,,Independent Sub-Zero repair service. Not affiliated with any manufacturer.,,Insured technicians and 180-day warranty on labor and installed parts.,,Clear diagnosis first. You approve all work before any repair starts.,,"Professional communication, clean service, and reliable follow-through.",,wine-cooler,repair,https://my-appliance-repair.pro/subzero/,,,,,Enabled,Enabled,Enabled,,,Hyper-segmented RSA variant
